Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod,daily_volatility,is_crisis
2001-11-29,19.4,18.51,18.62,3,1100,29,2001,17.45,0.4285436939232843,22.33,0.04808211777417595,0
2001-12-11,18.45,17.92,18.08,1,1200,11,2001,17.45,0.586162429433195,22.22,0.02957589285714272,0
2001-12-13,18.55,17.8,18.12,3,1200,13,2001,17.45,0.6706583554806717,22.22,0.042134831460674156,0
2001-12-17,19.58,18.79,19.22,0,1200,17,2001,17.45,0.7481982619453614,22.22,0.04204364023416707,0
2001-12-18,19.5,19.07,19.36,1,1200,18,2001,17.45,0.6858012684459357,21.67,0.022548505506030398,0
2001-12-19,20.18,19.43,19.8,2,1200,19,2001,17.45,0.6927074028536262,21.67,0.03860010293360782,0
2001-12-21,19.75,19.2,19.62,4,1200,21,2001,17.45,0.3482222848609538,20.09,0.02864583333333337,0
2001-12-27,21.3,20.32,20.9,3,1200,27,2001,17.72,0.6349740980920453,21.27,0.04822834645669293,0
2001-12-31,20.44,19.66,19.84,0,1200,31,2001,18.08,0.6414580366210585,21.27,0.039674465920651124,0
2002-01-07,22.0,21.2,21.48,0,100,7,2002,18.08,0.7442117477029604,21.62,0.03773584905660381,0
2002-01-08,21.5,20.97,21.25,1,100,8,2002,18.08,0.7525574450427376,21.62,0.025274201239866532,0
2002-01-10,20.45,19.85,20.38,3,100,10,2002,18.08,0.7868097234123301,21.62,0.03022670025188906,0
2002-01-11,20.58,19.6,19.68,4,100,11,2002,18.08,0.8004381513929018,21.62,0.049999999999999836,0
2002-01-15,19.43,18.76,18.9,1,100,15,2002,18.08,0.8182995402726642,21.62,0.035714285714285615,0
2002-01-16,19.2,18.29,18.86,2,100,16,2002,18.08,0.8243119150087881,21.62,0.0497539639147075,0
2002-01-18,18.5,17.9,18.0,4,100,18,2002,17.97,0.8340698019675019,21.62,0.03351955307262578,0
2002-01-22,18.76,18.0,18.34,1,100,22,2002,17.97,0.8376359635908663,21.62,0.04222222222222231,0
2002-01-23,19.7,18.98,19.5,2,100,23,2002,17.97,0.846211096612084,21.62,0.03793466807165431,0
2002-01-24,19.88,19.17,19.7,3,100,24,2002,17.97,0.8598613215506082,21.62,0.037037037037036896,0
2002-01-25,20.17,19.28,19.99,4,100,25,2002,17.97,0.8704834943441415,21.62,0.0461618257261411,0
2002-01-28,20.37,19.81,20.05,0,100,28,2002,17.97,0.8814547377323656,21.62,0.028268551236749234,0
2002-01-29,20.12,19.48,19.58,1,100,29,2002,17.97,0.8939111756113594,21.62,0.032854209445585245,0
2002-01-31,19.5,18.95,19.48,3,100,31,2002,17.97,0.9068015330896028,21.62,0.029023746701847004,0
2002-02-04,20.36,19.93,20.07,0,200,4,2002,17.97,0.9069963001410448,21.62,0.021575514300050162,0
2002-02-05,20.1,19.73,20.07,1,200,5,2002,17.97,0.9069386201445376,21.62,0.01875316776482519,0
2002-02-06,20.35,19.75,19.78,2,200,6,2002,17.97,0.9069740410402922,21.62,0.03037974683544311,0
2002-02-07,19.79,19.27,19.64,3,200,7,2002,17.97,0.9071190711026844,21.62,0.026984950700570814,0
2002-02-08,20.28,19.65,20.26,4,200,8,2002,17.97,0.9109897384786064,21.62,0.03206106870229021,0
2002-02-12,21.5,20.67,20.73,1,200,12,2002,17.97,0.9085398131668648,21.41,0.04015481373971931,0
2002-02-14,21.6,21.05,21.23,3,200,14,2002,17.97,0.906801495496976,21.41,0.02612826603325419,0
2002-02-15,21.55,21.0,21.5,4,200,15,2002,17.97,0.9184266748871504,21.5,0.026190476190476226,0
2002-02-19,21.22,20.85,20.88,1,200,19,2002,17.97,0.922374199483502,21.5,0.017745803357314023,0
2002-02-20,20.9,20.15,20.29,2,200,20,2002,17.97,0.9316228498184124,21.5,0.03722084367245658,0
2002-02-21,21.3,20.3,20.95,3,200,21,2002,17.97,0.9288349401832316,21.5,0.04926108374384236,0
2002-02-22,21.25,20.75,21.07,4,200,22,2002,17.97,0.9259225852919208,21.5,0.024096385542168676,0
2002-02-25,21.17,20.42,20.48,0,200,25,2002,18.0,0.9251662341015086,21.5,0.03672869735553379,0
2002-02-27,21.79,21.15,21.29,2,200,27,2002,19.08,0.7332888751244471,21.5,0.030260047281323907,0
2002-02-28,21.85,21.08,21.74,3,200,28,2002,19.08,0.7609213555271925,21.74,0.036527514231499206,0
2002-03-04,22.6,22.13,22.45,0,300,4,2002,19.08,0.7890057247015165,22.45,0.02123813827383653,0
2002-03-05,23.35,22.45,23.17,1,300,5,2002,19.08,0.7994444126169848,23.17,0.04008908685968829,0
2002-03-06,23.45,22.7,23.15,2,300,6,2002,19.08,0.7985626212779287,23.17,0.03303964757709251,0
