Real_Close,Predicted_Close,Absolute_Error,Direction_Real,Direction_Pred
0.4169941425075999,0.6694178,0.2524236560115346,-1.0,1.0
0.42010825239119154,0.6694078,0.24929953254762072,1.0,-1.0
0.43083710239489886,0.66937417,0.23853706552426007,1.0,-1.0
0.4289167346333506,0.6694023,0.2404855666781423,-1.0,1.0
0.43494476162230294,0.66938275,0.23443798936570365,1.0,-1.0
0.43891895899755323,0.6694409,0.23052196612375414,1.0,1.0
0.43352116853266104,0.6694364,0.2359152266356434,-1.0,-1.0
0.4366278638689109,0.669424,0.23279613353328027,1.0,-1.0
0.4505301401349448,0.6694235,0.21889338043008816,1.0,-1.0
0.4355675835990213,0.6693987,0.23383114143378508,-1.0,-1.0
0.41585971676429156,0.6693794,0.2535196963636076,-1.0,-1.0
0.3835619485430415,0.66940373,0.28584178327992604,-1.0,1.0
0.3650107510936458,0.6694023,0.30439155021784714,-1.0,-1.0
0.3755245792244384,0.66942424,0.2938996565963319,1.0,1.0
0.34777192852376365,0.66941184,0.32163990953089333,-1.0,-1.0
0.3865722547638467,0.66940564,0.28283338440775363,1.0,-1.0
0.36377993623489285,0.6694152,0.30563523967987155,-1.0,1.0
0.3755764810558315,0.66941136,0.29383488016166726,1.0,-1.0
0.3740120115666939,0.669419,0.29540697904533614,-1.0,1.0
0.3765403722102766,0.6694302,0.2928898240749712,1.0,1.0
0.37478312449024986,0.66940755,0.2946244220299833,-1.0,-1.0
0.3851412471268629,0.669342,0.28420073428411735,1.0,-1.0
0.39579595165715137,0.6693434,0.27354746026530347,1.0,1.0
0.39088752131682364,0.6693503,0.27846280474442514,-1.0,1.0
0.39873952695187953,0.66940993,0.27067040375414464,1.0,1.0
0.3842144287091273,0.6693856,0.2851711833018285,-1.0,-1.0
0.3879142878327278,0.66941637,0.2815020801749321,1.0,1.0
0.3903610884555498,0.6693992,0.2790381134144148,1.0,-1.0
