Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod
2001-01-02T00:00:00,27.4,26.65,27.21,1,100,2,2001,25.77,0.8675686889553209,35.38
2001-01-03T00:00:00,28.14,27.08,28.0,2,100,3,2001,25.77,0.8096243021139309,34.63
2001-01-04T00:00:00,28.72,27.67,28.14,3,100,4,2001,25.77,0.808624638097489,34.63
2001-01-05T00:00:00,28.78,27.86,27.95,4,100,5,2001,25.77,0.7336585741543286,33.82
2001-01-08T00:00:00,28.38,27.2,27.32,0,100,8,2001,25.77,0.5276002970871341,32.02
2001-01-09T00:00:00,27.72,26.92,27.64,1,100,9,2001,25.77,0.4333994657523158,31.22
2001-01-10T00:00:00,29.6,27.6,29.48,2,100,10,2001,25.77,0.2764487400551787,29.85
2001-01-11T00:00:00,29.9,29.0,29.41,3,100,11,2001,25.77,0.2846367169202033,29.85
2001-01-12T00:00:00,30.15,29.34,30.05,4,100,12,2001,25.77,0.3130091516371687,30.05
2001-01-16T00:00:00,30.61,29.85,30.29,1,100,16,2001,25.77,0.3471321016228106,30.29
2001-01-17T00:00:00,30.49,29.02,29.6,2,100,17,2001,25.77,0.3536436702504385,30.29
2001-01-18T00:00:00,30.51,29.35,30.45,3,100,18,2001,25.77,0.3783945405786876,30.45
2001-01-19T00:00:00,32.4,30.14,32.19,4,100,19,2001,25.77,0.6083820563611633,32.19
2001-01-22T00:00:00,32.7,31.8,32.19,0,100,22,2001,25.77,0.6125251334648183,32.19
2001-01-23T00:00:00,29.75,29.07,29.57,1,100,23,2001,25.77,0.6195271778741678,32.19
2001-01-24T00:00:00,29.8,28.65,29.05,2,100,24,2001,25.77,0.6257393079853921,32.19
2001-01-25T00:00:00,29.47,28.81,29.36,3,100,25,2001,25.77,0.6340888469103595,32.19
2001-01-26T00:00:00,29.98,29.27,29.77,4,100,26,2001,25.77,0.639346525937529,32.19
2001-01-29T00:00:00,30.13,28.86,29.06,0,100,29,2001,25.85,0.6425470189162812,32.19
2001-01-30T00:00:00,29.33,28.68,29.06,1,100,30,2001,25.85,0.6480995058949949,32.19
2001-01-31T00:00:00,29.41,28.27,28.66,2,100,31,2001,25.85,0.655387356954451,32.19
2001-02-01T00:00:00,29.85,28.4,29.82,3,200,1,2001,25.85,0.6601838710897576,32.19
2001-02-02T00:00:00,31.27,29.53,31.19,4,200,2,2001,25.85,0.6637428229116267,32.19
2001-02-05T00:00:00,31.25,30.24,30.55,0,200,5,2001,26.8,0.6214739062882644,32.19
2001-02-06T00:00:00,30.88,30.16,30.35,1,200,6,2001,27.21,0.5997511104310018,32.19
2001-02-07T00:00:00,31.35,30.06,31.27,2,200,7,2001,27.32,0.5958966760068509,32.19
2001-02-08T00:00:00,31.87,31.11,31.59,3,200,8,2001,27.32,0.6024725647028585,32.19
2001-02-09T00:00:00,31.68,30.85,31.03,4,200,9,2001,27.32,0.6105385635784568,32.19
2001-02-12T00:00:00,31.1,30.4,30.51,0,200,12,2001,27.32,0.6215593251559821,32.19
2001-02-13T00:00:00,30.52,29.73,30.36,1,200,13,2001,27.64,0.6064574412339636,32.19
2001-02-14T00:00:00,30.85,29.65,29.71,2,200,14,2001,28.66,0.5048267973318676,32.19
2001-02-15T00:00:00,29.68,28.55,28.8,3,200,15,2001,28.66,0.515492205181785,32.19
2001-02-16T00:00:00,29.3,28.78,29.16,4,200,16,2001,28.66,0.5293649578591765,32.19
2001-02-20T00:00:00,29.57,28.4,28.58,1,200,20,2001,28.58,0.5539536756107857,32.19
2001-02-21T00:00:00,29.0,28.31,28.53,2,200,21,2001,28.53,0.5750262114654362,32.19
2001-02-22T00:00:00,29.2,28.36,28.82,3,200,22,2001,28.53,0.5915764572770464,32.19
2001-02-23T00:00:00,29.43,28.51,29.04,4,200,23,2001,28.53,0.6091922808189628,32.19
2001-02-26T00:00:00,29.18,28.4,28.42,0,200,26,2001,28.42,0.6383496840255264,32.19
2001-02-27T00:00:00,28.4,27.72,28.13,1,200,27,2001,28.13,0.6688131201614957,31.59
2001-02-28T00:00:00,28.4,27.36,27.39,2,200,28,2001,27.39,0.8106989125553847,31.59
2001-03-01T00:00:00,27.85,27.16,27.62,3,300,1,2001,27.39,0.814737211178141,31.59
2001-03-02T00:00:00,28.2,27.6,27.84,4,300,2,2001,27.39,0.8149313183035923,31.59
2001-03-05T00:00:00,28.83,27.91,28.6,0,300,5,2001,27.39,0.8137105414290509,31.59
2001-03-06T00:00:00,28.7,28.21,28.32,1,300,6,2001,27.39,0.811785587541336,31.59
2001-03-07T00:00:00,29.1,28.18,29.0,2,300,7,2001,27.39,0.8114352381251753,31.59
2001-03-08T00:00:00,29.15,28.33,28.39,3,300,8,2001,27.39,0.811275153540056,31.59
2001-03-09T00:00:00,28.45,27.92,28.01,4,300,9,2001,27.39,0.8079768171194193,31.59
2001-03-12T00:00:00,28.24,27.67,28.0,0,300,12,2001,27.39,0.8046750192364034,31.59
2001-03-13T00:00:00,27.98,27.51,27.59,1,300,13,2001,27.39,0.8002328019564772,31.59
2001-03-14T00:00:00,27.75,26.35,26.41,2,300,14,2001,26.41,0.9074763890137086,31.59
2001-03-15T00:00:00,26.72,26.12,26.55,3,300,15,2001,26.41,0.900627719571654,31.59
2001-03-16T00:00:00,27.48,26.45,26.74,4,300,16,2001,26.41,0.8581644632297467,31.03
2001-03-19T00:00:00,26.94,26.1,26.15,0,300,19,2001,26.15,0.8157026170973258,30.51
2001-03-20T00:00:00,26.49,25.7,25.96,1,300,20,2001,25.96,0.8088119827067423,30.36
2001-03-21T00:00:00,26.85,25.92,26.8,2,300,21,2001,25.96,0.6983284939158043,29.71
2001-03-22T00:00:00,27.19,26.42,26.54,3,300,22,2001,25.96,0.5747585013031392,29.16
2001-03-23T00:00:00,27.45,26.48,27.3,4,300,23,2001,25.96,0.5747089707076656,29.16
2001-03-26T00:00:00,27.66,27.11,27.48,0,300,26,2001,25.96,0.5443493523860473,29.04
2001-03-27T00:00:00,28.04,27.38,27.75,1,300,27,2001,25.96,0.5434163905818816,29.04
2001-03-28T00:00:00,27.78,26.25,26.31,2,300,28,2001,25.96,0.5435212007531958,29.04
2001-03-29T00:00:00,26.78,25.75,26.32,3,300,29,2001,25.96,0.5439079425012777,29.04
2001-03-30T00:00:00,26.64,25.96,26.29,4,300,30,2001,25.96,0.5353641362235925,29.0
2001-04-02T00:00:00,26.47,25.55,25.59,0,400,2,2001,25.59,0.5545690422885751,29.0
2001-04-03T00:00:00,26.28,25.49,26.19,1,400,3,2001,25.59,0.5566846452291089,29.0
2001-04-04T00:00:00,27.24,26.13,27.12,2,400,4,2001,25.59,0.5569478141562322,29.0
2001-04-05T00:00:00,27.78,26.87,27.26,3,400,5,2001,25.59,0.5575586418078945,29.0
2001-04-06T00:00:00,27.28,26.81,27.06,4,400,6,2001,25.59,0.56407190671596,29.0
2001-04-09T00:00:00,27.67,27.01,27.28,0,400,9,2001,25.59,0.569948027459952,29.0
2001-04-10T00:00:00,28.63,27.31,28.48,1,400,10,2001,25.59,0.5765031311253842,29.0
2001-04-11T00:00:00,28.45,27.94,28.18,2,400,11,2001,25.59,0.460156337712316,28.48
2001-04-12T00:00:00,28.84,28.19,28.25,3,400,12,2001,25.59,0.4650920700703642,28.48
2001-04-16T00:00:00,29.04,28.05,28.79,0,400,16,2001,25.59,0.5488466437490314,28.79
2001-04-17T00:00:00,29.0,28.15,28.24,1,400,17,2001,25.59,0.5733349017663409,28.79
2001-04-18T00:00:00,28.29,27.04,27.95,2,400,18,2001,25.59,0.6018399934214036,28.79
2001-04-19T00:00:00,27.96,27.45,27.82,3,400,19,2001,25.59,0.6095277681862137,28.79
2001-04-20T00:00:00,28.0,26.8,27.28,4,400,20,2001,25.59,0.6153491365066068,28.79
2001-04-23T00:00:00,27.93,27.4,27.61,0,400,23,2001,25.59,0.6223707652122517,28.79
2001-04-24T00:00:00,27.98,26.8,26.86,1,400,24,2001,25.59,0.6330167783842804,28.79
2001-04-25T00:00:00,27.38,26.75,27.29,2,400,25,2001,25.59,0.6389203256029236,28.79
2001-04-26T00:00:00,28.65,27.29,28.44,3,400,26,2001,25.59,0.6419031626229145,28.79
2001-04-27T00:00:00,28.64,28.15,28.27,4,400,27,2001,25.59,0.6435047868848938,28.79
2001-04-30T00:00:00,28.99,28.13,28.46,0,400,30,2001,25.59,0.6515875030148338,28.79
2001-05-01T00:00:00,28.98,28.25,28.94,1,500,1,2001,25.59,0.708590081977593,28.94
2001-05-02T00:00:00,29.05,27.75,27.8,2,500,2,2001,25.59,0.7272498928403479,28.94
2001-05-03T00:00:00,28.55,27.37,28.45,3,500,3,2001,25.59,0.7423714426919895,28.94
2001-05-04T00:00:00,28.73,28.15,28.36,4,500,4,2001,25.59,0.7718973227774768,28.94
2001-05-07T00:00:00,28.58,27.72,27.77,0,500,7,2001,25.59,0.8129344348240576,28.94
2001-05-08T00:00:00,28.0,27.35,27.39,1,500,8,2001,26.19,0.8055286949291521,28.94
2001-05-09T00:00:00,28.25,27.05,28.23,2,500,9,2001,26.86,0.7116651618235489,28.94
2001-05-10T00:00:00,28.85,28.15,28.52,3,500,10,2001,26.86,0.7365053229064051,28.94
2001-05-11T00:00:00,28.75,28.28,28.55,4,500,11,2001,26.86,0.7499138283496829,28.94
2001-05-14T00:00:00,28.81,28.08,28.71,0,500,14,2001,26.86,0.7506540879698262,28.94
2001-05-15T00:00:00,29.07,28.61,28.98,1,500,15,2001,26.86,0.759375247866556,28.98
2001-05-16T00:00:00,29.25,28.45,28.86,2,500,16,2001,26.86,0.7572465368261752,28.98
2001-05-17T00:00:00,29.03,28.62,28.91,3,500,17,2001,26.86,0.7543808721100425,28.98
2001-05-18T00:00:00,29.99,28.92,29.91,4,500,18,2001,26.86,0.8213053659418865,29.91
2001-05-21T00:00:00,30.2,29.61,29.98,0,500,21,2001,26.86,0.8176191485159063,29.98
2001-05-22T00:00:00,30.05,29.58,29.74,1,500,22,2001,26.86,0.8132896989337774,29.98
2001-05-23T00:00:00,30.05,29.55,29.58,2,500,23,2001,26.86,0.810386103974227,29.98
2001-05-24T00:00:00,29.67,28.2,28.41,3,500,24,2001,26.86,0.8135413641279652,29.98
2001-05-25T00:00:00,28.58,28.1,28.38,4,500,25,2001,26.86,0.8154781942844149,29.98
2001-05-29T00:00:00,29.05,28.35,28.66,1,500,29,2001,26.86,0.8164528083956861,29.98
2001-05-30T00:00:00,28.95,28.43,28.55,2,500,30,2001,27.29,0.6907643888359338,29.98
2001-05-31T00:00:00,28.72,27.55,28.37,3,500,31,2001,27.39,0.656362585523997,29.98
2001-06-01T00:00:00,28.6,27.58,27.93,4,600,1,2001,27.39,0.6534890029736128,29.98
2001-06-04T00:00:00,28.25,28.07,28.13,0,600,4,2001,27.39,0.6525555990413058,29.98
2001-06-05T00:00:00,28.33,27.8,28.24,1,600,5,2001,27.39,0.6535075796744008,29.98
2001-06-06T00:00:00,28.37,27.25,27.72,2,600,6,2001,27.39,0.6520492584209927,29.98
2001-06-07T00:00:00,28.1,27.41,27.75,3,600,7,2001,27.39,0.6530056443357568,29.98
2001-06-08T00:00:00,28.39,27.8,28.33,4,600,8,2001,27.39,0.6670636795786515,29.98
2001-06-11T00:00:00,29.34,28.4,29.04,0,600,11,2001,27.39,0.6810711939479327,29.98
2001-06-12T00:00:00,29.38,28.75,29.18,1,600,12,2001,27.39,0.6929572710734511,29.98
2001-06-13T00:00:00,29.63,28.8,28.84,2,600,13,2001,27.72,0.590087108392144,29.98
2001-06-14T00:00:00,29.28,28.6,29.04,3,600,14,2001,27.72,0.6142964056098306,29.98
2001-06-15T00:00:00,29.11,28.44,28.51,4,600,15,2001,27.72,0.6273158986335232,29.98
2001-06-18T00:00:00,28.54,27.42,27.55,0,600,18,2001,27.55,0.7041663889674316,29.98
2001-06-19T00:00:00,27.82,27.3,27.48,1,600,19,2001,27.48,0.7310858406846836,29.98
2001-06-20T00:00:00,27.6,26.0,26.5,2,600,20,2001,26.5,0.9358575340154238,29.98
2001-06-21T00:00:00,26.77,25.85,26.56,3,600,21,2001,26.5,0.929344323899996,29.98
2001-06-22T00:00:00,27.1,26.42,26.83,4,600,22,2001,26.5,0.9337325838842988,29.98
2001-06-25T00:00:00,27.32,26.78,27.25,0,600,25,2001,26.5,0.9405127625139388,29.98
2001-06-26T00:00:00,27.49,26.82,26.98,1,600,26,2001,26.5,0.930987457560661,29.74
2001-06-27T00:00:00,26.97,25.2,25.61,2,600,27,2001,25.61,0.9504869687205,29.58
2001-06-28T00:00:00,25.75,25.1,25.56,3,600,28,2001,25.56,0.8826378331498952,29.18
2001-06-29T00:00:00,26.5,25.64,26.25,4,600,29,2001,25.56,0.8794204581185197,29.18
2001-07-02T00:00:00,26.7,25.38,25.95,0,700,2,2001,25.56,0.8743184188528395,29.18
2001-07-03T00:00:00,26.3,25.65,26.24,1,700,3,2001,25.56,0.8714384058165834,29.18
2001-07-05T00:00:00,27.05,26.34,27.02,3,700,5,2001,25.56,0.8711602457485651,29.18
2001-07-06T00:00:00,28.29,27.0,28.21,4,700,6,2001,25.56,0.8724076899760379,29.18
2001-07-09T00:00:00,28.26,27.5,27.59,0,700,9,2001,25.56,0.8738416580270817,29.18
2001-07-10T00:00:00,27.69,27.2,27.49,1,700,10,2001,25.56,0.8756343800330294,29.18
2001-07-11T00:00:00,27.59,26.92,27.11,2,700,11,2001,25.56,0.8802363106801063,29.18
2001-07-12T00:00:00,27.1,25.94,26.8,3,700,12,2001,25.56,0.8812394945671825,29.18
2001-07-13T00:00:00,26.98,26.22,26.59,4,700,13,2001,25.56,0.8805994049254582,29.18
2001-07-16T00:00:00,26.58,25.72,26.06,0,700,16,2001,25.56,0.8771110071658992,29.18
2001-07-17T00:00:00,26.32,25.53,25.57,1,700,17,2001,25.56,0.8697848053399986,29.18
2001-07-18T00:00:00,25.6,24.7,24.89,2,700,18,2001,24.89,0.8498800323854724,29.04
2001-07-19T00:00:00,25.8,24.54,24.7,3,700,19,2001,24.7,0.8442972399134241,29.04
2001-07-20T00:00:00,25.95,24.7,25.59,4,700,20,2001,24.7,0.7209928982586032,28.51
2001-07-23T00:00:00,26.6,25.86,26.12,0,700,23,2001,24.7,0.6443319280655077,28.21
2001-07-24T00:00:00,26.44,26.01,26.31,1,700,24,2001,24.7,0.6515059711045145,28.21
2001-07-25T00:00:00,26.97,26.19,26.84,2,700,25,2001,24.7,0.6586394704859587,28.21
2001-07-26T00:00:00,27.04,26.65,26.73,3,700,26,2001,24.7,0.6693520327102844,28.21
2001-07-27T00:00:00,27.15,26.25,27.02,4,700,27,2001,24.7,0.672347888141764,28.21
2001-07-30T00:00:00,27.05,26.55,26.63,0,700,30,2001,24.7,0.6798927688424494,28.21
2001-07-31T00:00:00,26.85,26.31,26.35,1,700,31,2001,24.7,0.6872291771582076,28.21
